"ensembl","entrez","hgnc_symbol","CD28_146","CD28_147","CD28_148","AD28_144","AD28_145","AD28_149"
"ENSG00000000003",7105,"TSPAN6",10.4008349255999,10.4312080657085,10.7142615960632,11.3657287840784,10.6584751336981,12.3883482977538
"ENSG00000000419",8813,"DPM1",9.53515993322849,9.6729781887236,9.66124506604353,9.73908575688343,9.48605702009023,9.7914225424508
"ENSG00000000457",57147,"SCYL3",10.0609814972114,10.2242452966404,9.88902920355832,9.78059681194967,9.82875448493149,9.81931204945149
"ENSG00000000460",55732,"C1orf112",8.4588600731062,8.79190037421744,8.97984624603283,9.12995626105066,8.71874262524773,9.45608125940087
"ENSG00000001036",2519,"FUCA2",9.10827814373486,9.01993675286288,9.45525987865688,9.73412182377338,9.09891183717221,10.7636609423399
"ENSG00000001084",2729,"GCLC",9.37157546947907,9.45751885240302,9.55774277899955,9.56400545587634,9.39068317137971,10.0935501952
"ENSG00000001167",4800,"NFYA",10.0222675684945,9.9601887584707,10.5359907665273,10.4521652882874,10.3168896288297,10.4643834347369
"ENSG00000001460",90529,"STPG1",8.61626710293257,8.48110686551549,7.47156264376264,8.21983081836288,8.32587371801093,9.33203642807506
"ENSG00000001461",57185,"NIPAL3",9.55706536128453,9.64173554430825,8.28150600776454,9.17857631230911,9.720568355724,9.50855188287093
"ENSG00000001497",81887,"LAS1L",9.6353064091314,9.65468315377662,9.34480651519796,9.79377267325628,9.59109752383847,9.74045589324734
"ENSG00000001561",22875,"ENPP4",9.86830034746395,9.83437695573239,9.28103607596702,9.15634444214306,9.67430197212902,8.66459382093251
"ENSG00000001617",6405,"SEMA3F",9.59354822247194,9.15975179177029,8.87389494186384,8.91225036788472,9.64610422679108,7.12422591236332
"ENSG00000001629",54467,"ANKIB1",12.3430537657528,12.476743680711,12.3155736338384,12.2001720380309,12.3485694923716,12.2936657748056
"ENSG00000001630",1595,"CYP51A1",8.10659009322978,7.59203896578191,7.90787884663053,7.86134468471085,8.04768883399968,7.4916293865245
"ENSG00000001631",889,"KRIT1",10.7138020949381,10.8322788970326,10.9347413556417,10.6297961767351,10.5817488641094,10.8862369951723
"ENSG00000002016",5893,"RAD52",9.25010240642944,9.27256049480369,9.47635579224464,9.63237105723612,9.64909880084376,9.68591903953828
"ENSG00000002330",572,"BAD",8.8680191974332,8.49380975845602,9.09410939156462,9.21307573226809,9.27292610295235,8.9778380662701
"ENSG00000002549",51056,"LAP3",9.53073810071927,9.5751723852127,9.52920745138202,9.9937337049629,9.62952069835231,10.5654482804649
"ENSG00000002586",4267,"CD99",9.783695037153,9.66202935057633,10.1428978025493,10.7043874002116,10.0874583819448,11.5817437790326
"ENSG00000002746",23072,"HECW1",12.210993404377,12.2627934723518,11.7267013654648,11.2827158135468,11.9771947935043,9.70931084090536
"ENSG00000002822",8379,"MAD1L1",9.70752138065172,9.41893352002239,9.96959877017024,9.81036815021972,9.98715192656696,9.81316124008729
"ENSG00000002834",3927,"LASP1",11.8249336382253,11.7126604195064,11.4479446954924,11.841343592322,11.8980482199893,12.2313123750439
"ENSG00000002919",29916,"SNX11",9.14654622990203,9.09568324648787,9.12894840204672,9.35625282834677,9.29995331335292,9.28592308333615
"ENSG00000003056",4074,"M6PR",10.2801598155102,10.3406047031671,10.2856546114332,10.4738458004944,10.1965884895703,11.027255487286
"ENSG00000003096",90293,"KLHL13",11.8786387950064,11.9527488778978,11.5152774137545,11.2915720225231,11.6907670875439,11.1880097017556
"ENSG00000003137",56603,"CYP26B1",9.9727622893193,9.92405038781491,10.8963781584864,8.70154749192667,8.57227624466474,7.21765159252363
"ENSG00000003147",3382,"ICA1",9.68186341861682,9.76621024255853,9.11357073176377,9.29834529803315,9.61427551080694,7.73357338192129
"ENSG00000003249",79007,"DBNDD1",10.3266092079539,9.9467435464492,9.65598093590663,9.359491432009,10.1414717349191,8.08819842456402
"ENSG00000003393",57679,"ALS2",11.6389711760705,11.7972104338623,11.8715071669436,11.7319227831193,11.7380364329694,11.96368377108
"ENSG00000003402",8837,"CFLAR",10.256359185748,10.5757452651026,10.2407977659714,10.2240617049417,10.1201099122241,10.9567354882838
"ENSG00000003436",7035,"TFPI",8.87860548549873,9.16235912333387,9.70522285489292,10.2980533909349,9.79134014972749,11.2340243573403
"ENSG00000003509",55471,"NDUFAF7",10.1782762583625,10.2043189932125,10.3340876188013,10.0234893691273,10.2437549637581,9.84666783918094
"ENSG00000003756",10181,"RBM5",12.6901034049002,12.6193601873833,12.7519721577934,12.796376951388,12.8306350663125,12.9999466488132
"ENSG00000003987",9108,"MTMR7",10.9956388846125,11.0693067223004,10.5402653978748,9.80918912822295,10.4477237595688,8.31344501341943
"ENSG00000003989",6542,"SLC7A2",7.86872084983058,7.61727390874984,8.11605060233679,6.91263718792541,7.12248542781844,6.33671208971877
"ENSG00000004059",381,"ARF5",10.4517657951842,10.1584465383711,10.1707690371814,10.7765043951047,10.5469994406524,10.5266205861789
"ENSG00000004139",23098,"SARM1",11.1281043422094,11.1259097553355,11.0981662902555,10.7024898741275,10.9446537431736,10.2323126165545
"ENSG00000004142",26073,"POLDIP2",10.7792125389524,10.5988005052577,10.5388419323402,10.7559172230188,10.6480810194743,10.9560403663844
"ENSG00000004455",204,"AK2",10.259023270115,10.3048065198201,10.3617380867976,10.3968798375471,10.1646080027301,10.770795536837
"ENSG00000004478",2288,"FKBP4",11.5965112160653,11.4631279698827,11.3475725625291,11.4093878141707,11.5847124350035,11.3831122498358
"ENSG00000004487",23028,"KDM1A",12.9108575943297,12.982552002001,12.9785310641065,13.1637996273366,13.1301742476893,12.8346654249932
"ENSG00000004534",10180,"RBM6",12.1656774666364,12.1678422445174,11.9279798948701,12.412534903971,12.2112718216038,12.4810638095568
"ENSG00000004660",84254,"CAMKK1",8.9770036461935,8.5756014123623,8.51464194247668,8.68070496804565,9.05183038246748,7.76152103709351
"ENSG00000004700",5965,"RECQL",9.83469873254032,9.86489697662254,9.99686394803491,10.119702919905,9.61580738809476,10.3766259137482
"ENSG00000004766",55610,"CCDC132",11.5148922760306,11.6200302912969,11.4912219725647,11.1354159999797,11.2758043541301,11.0417407392528
"ENSG00000004777",115703,"ARHGAP33",9.56140628866926,9.36805298219324,10.0737101790261,9.20407835931584,9.65506914999684,8.05575531417482
"ENSG00000004779",4706,"NDUFAB1",9.79845418445159,9.76280038222765,9.70776805612345,9.86698061839446,9.75569867228721,9.80543532100049
"ENSG00000004838",51364,"ZMYND10",7.89825681104177,7.98164483699675,8.17097606338422,10.6581414396478,8.79203679520957,11.5576742303542
"ENSG00000004864",10165,"SLC25A13",9.51291207003156,9.63428378063737,9.60497785541078,9.73660594733618,9.32271578918427,10.2898018353449
"ENSG00000004866",102466616,"ST7",11.2292088685616,11.3802638226709,11.3597030018826,10.9286874696723,11.1154219192909,10.1531086163784
"ENSG00000004897",996,"CDC27",12.1428339194132,12.2919270413282,11.9554079705791,11.9475847051159,12.0131755749982,11.8320719333517
"ENSG00000004961",3052,"HCCS",8.69069062599915,8.61087128967748,8.5498811841565,8.67807738687139,8.73027413852205,8.82227370284653
"ENSG00000004975",1856,"DVL2",9.87004717324767,9.62866928646513,10.0195359162884,10.4438553291251,10.3140722615226,10.3365463123255
"ENSG00000005007",5976,"UPF1",10.3061502988409,9.91025976271072,10.3125780304872,10.4247884214651,10.7143379925329,10.3258104928071
"ENSG00000005020",8935,"SKAP2",8.87508564492383,8.85168478198284,8.59549792935814,8.47431919934566,8.70419169855317,7.88002162925046
"ENSG00000005022",292,"SLC25A5",10.9519221857049,10.8659127564527,10.9074437721155,11.0955092969556,10.8545762913683,11.3954651503652
"ENSG00000005059",55013,"CCDC109B",7.04887365940209,7.07013779394973,7.49829281448193,8.44968304757324,7.55175385988363,8.74239107639274
"ENSG00000005075",5439,"POLR2J",8.71858236245557,8.41574727536237,8.71879555700426,9.16750418091622,8.91293720316984,9.31683153860119
"ENSG00000005100",56919,"DHX33",9.63941572619302,9.57711798355482,9.90904864759676,9.69377649232385,9.52084821181711,10.0340536026986
"ENSG00000005108",221981,"THSD7A",13.1796998350476,13.2625705739384,13.0463619861776,13.1029649531024,13.0721558438287,12.3730799695817
"ENSG00000005156",3980,"LIG3",10.8672843333581,10.8298461378503,10.8751162580674,10.876364304962,10.7536451285117,10.9726313731827
"ENSG00000005175",79657,"RPAP3",10.1252171780872,10.1917230634557,9.93096887172333,9.93985663381289,9.92809671601425,10.4115627027697
"ENSG00000005189",81691,"",8.8680191974332,8.88382163776649,8.78390736373283,8.60239352192857,8.63520813093063,8.50617899989235
"ENSG00000005194",57019,"CIAPIN1",10.5722515387738,10.5911564187348,10.5202074810301,10.708174961462,10.6095686302023,10.7266323667823
"ENSG00000005206",NA,"SPPL2B",9.12016406441598,8.75405721624406,8.92345475265913,9.48332474797732,9.52737970944559,9.14522547550027
"ENSG00000005238",80256,"FAM214B",9.97600833468739,9.79152803818495,9.95469963276961,9.95591434688747,10.0663877112391,10.1531086163784
"ENSG00000005249",5577,"PRKAR2B",12.7860484021742,12.8953702472584,12.3568903884307,12.2335861385625,12.7443450858754,11.2236685296882
"ENSG00000005302",10943,"MSL3",9.68980742486096,9.63241473828848,9.48530192802976,9.9115893011808,9.76951236015628,9.96645206928833
"ENSG00000005339",1387,"CREBBP",11.4218624888569,11.5708980957146,11.9781350161522,11.3906703111264,11.3472429109509,11.1653414232464
"ENSG00000005379",9256,"BZRAP1",10.9051393237356,10.5708952127917,10.3729706580689,10.3271075476237,10.9669165174544,9.32336791275077
"ENSG00000005436",6936,"GCFC2",9.40824999234206,9.55556879611956,9.70011879551273,9.60949286828169,9.21929703653779,10.203267763607
"ENSG00000005448",84058,"WDR54",9.13195050459618,8.97005840334257,9.13276672901277,10.0040642448967,9.35985894867074,10.5581329132348
"ENSG00000005469",54677,"CROT",8.77652213984103,8.98786589604584,9.20341665958715,8.67280716418409,8.48931261588768,9.19845605298506
"ENSG00000005483",55904,"KMT2E",12.1762620838252,12.4785548707348,12.3939154566415,11.9100252558057,12.1442638631733,11.5068723463849
"ENSG00000005486",57414,"RHBDD2",10.7330695827233,10.4661171062903,10.5656497088961,10.8417362056775,10.9078038788451,11.0005395082755
"ENSG00000005513",30812,"SOX8",7.86122735416593,7.61727390874984,8.75922503927844,7.44826761427471,7.81290515773823,7.09942317595613
"ENSG00000005700",25998,"IBTK",12.2116795702535,12.2801067801773,12.1293389563185,11.9873077164125,11.9839915044937,12.1810782258586
"ENSG00000005801",7748,"ZNF195",11.2298867544298,11.3266637210625,11.4001990727397,11.1372890202014,10.9343083428226,10.8530143211388
"ENSG00000005810",23077,"MYCBP2",14.2088604760838,14.380305267256,14.1535455808906,13.5047566440416,13.9608719971416,12.8506343131471
"ENSG00000005812",26224,"FBXL3",10.8602933735186,10.8603614018628,10.8385812971271,10.6063048416441,10.5628988054424,10.8220624031067
"ENSG00000005882",5164,"PDK2",9.30307175077301,9.24580542321526,9.10969993034847,9.4818416080028,9.48940737788605,9.52938591815768
"ENSG00000005884",3675,"ITGA3",10.3642014329576,10.1056952063377,9.7964988550326,9.40876662287407,10.0697353195168,8.96107170129842
"ENSG00000005889",7543,"ZFX",11.1969830153701,11.2487146611354,11.308888845158,11.1212901799485,11.0133289593452,11.3934136723934
"ENSG00000005893",3920,"LAMP2",11.0372930374615,11.0686192977197,11.1211559757876,11.3673252710881,10.8871271055857,12.2642294719943
"ENSG00000005955",79893,"GGNBP2",10.769915008876,10.8379393968398,10.7280624186041,10.7306933166884,10.7277950404474,10.857488559995
"ENSG00000006007",51573,"GDE1",10.9102251017954,10.9916517263884,10.6576951802787,11.1340096349146,10.8113286536381,11.3669980892472
"ENSG00000006015",55049,"C19orf60",7.95533980545096,7.58350606082065,7.7365861745606,7.990748427302,8.1617257213348,7.48292778671485
"ENSG00000006025",114881,"OSBPL7",8.47779616460981,8.22930485020523,8.2529188117153,8.2597921109635,8.5658213191168,8.11985385349525
"ENSG00000006042",26022,"TMEM98",9.17244363799314,9.12808174553788,9.92661160163722,9.99269654135685,9.45211185212831,10.6209148866577
