"ensembl","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","hgnc_symbol"
"ENSG00000000003",2217.88497309465,1.19094562657061,0.479257080746076,2.48498285036629,0.0129557675880375,0.0798207036991804,7105,"TSPAN6"
"ENSG00000000419",686.652205026093,0.0626276457761205,0.16327698573288,0.383566890918594,0.701299483538248,0.82654008243292,8813,"DPM1"
"ENSG00000000457",865.683730620018,-0.290748564920494,0.150468632289106,-1.93228688595944,0.0533241061445591,0.187135639780182,57147,"SCYL3"
"ENSG00000000460",382.887630619001,0.480300821806852,0.341492264174968,1.40647643356502,0.159582697728708,0.349226204646174,55732,"C1orf112"
"ENSG00000001036",701.707183221767,0.966514552269951,0.517169270930956,1.86885533730597,0.0616429435120999,0.202144495131833,2519,"FUCA2"
"ENSG00000001084",655.965619496384,0.293722237142667,0.275251755773493,1.06710395476777,0.285924896205285,0.487891363963385,2729,"GCLC"
"ENSG00000001167",1149.0430507871,0.23912362753114,0.233320987679032,1.02486977236737,0.305424639078993,0.504644801387337,4800,"NFYA"
"ENSG00000001460",254.646524487345,0.621110218660718,0.638562380253949,0.972669605769306,0.330717535969034,0.528843857701167,90529,"STPG1"
"ENSG00000001461",553.091135296614,0.244958301316299,0.50102893451311,0.488910488880936,0.624905069536126,0.772698390967908,57185,"NIPAL3"
"ENSG00000001497",676.730166859863,0.183798131969436,0.174215546397749,1.0550041931953,0.291423406987173,0.492588291815201,81887,"LAS1L"
"ENSG00000001561",593.946272521078,-0.549275780365261,0.401135169043746,-1.36930347362627,0.170904432647082,0.363185065869868,22875,"ENPP4"
"ENSG00000001617",426.811748074788,-0.421126492108066,0.836769192941469,-0.503276764561197,0.614769700267531,0.765373039188409,6405,"SEMA3F"
"ENSG00000001629",5034.19154375235,-0.100791398230207,0.105596863729205,-0.954492346370046,0.339834481638144,0.538503349187529,54467,"ANKIB1"
"ENSG00000001630",125.240527179487,-0.109019140273487,0.405491927312332,-0.268856499797873,0.788040112893191,0.880653869786352,1595,"CYP51A1"
"ENSG00000001631",1624.81942796282,-0.133204883166506,0.158283914483618,-0.841556664813798,0.40003615456993,0.595208831837614,889,"KRIT1"
"ENSG00000002016",609.554654938105,0.381240416941671,0.136405181799222,2.79491154157785,0.00519139179747832,0.045558255971136,5893,"RAD52"
"ENSG00000002330",400.264575884005,0.410429374438963,0.275927546943799,1.48745342386043,0.136895095892388,0.319468075373326,572,"BAD"
"ENSG00000002549",810.050046521009,0.65246962113768,0.314558408856405,2.07423995915344,0.0380570308351873,0.153259990357563,51056,"LAP3"
"ENSG00000002586",1321.50083738977,1.14655960855916,0.451301407279036,2.54056289226293,0.0110674186758141,0.0718963351150876,4267,"CD99"
"ENSG00000002746",3280.06872358588,-0.857085221015666,0.586021974529366,-1.46254792186588,0.143591122322503,0.328490257144872,23072,"HECW1"
"ENSG00000002822",771.230126333264,0.181321000705473,0.22247347695319,0.815023000443436,0.415059144576213,0.60752484518716,8379,"MAD1L1"
"ENSG00000002834",3557.41556963396,0.341221986044554,0.196827965328548,1.73360520937653,0.082988155532444,0.239023169308967,3927,"LASP1"
"ENSG00000002919",481.245619076601,0.235292829275496,0.111288363245973,2.11426264537151,0.0344928409435481,0.143835499659403,29916,"SNX11"
"ENSG00000003056",1292.26569093827,0.333422900619089,0.279810140893475,1.19160406250617,0.233416531329761,0.43393040559419,4074,"M6PR"
"ENSG00000003096",3012.61668210034,-0.40351308289286,0.231947811672718,-1.73967186835211,0.0819166517466499,0.237065726079295,90293,"KLHL13"
"ENSG00000003137",691.286324528905,-2.49957053008285,0.671114875499642,-3.7245047328476,0.000195699041058234,0.00461295367600237,56603,"CYP26B1"
"ENSG00000003147",530.375060897019,-0.557259875573043,0.647471490059165,-0.86067090849378,0.389419319957001,0.585590544422146,3382,"ICA1"
"ENSG00000003249",739.409307060547,-0.667022248362647,0.633121273103221,-1.05354578451181,0.292090922051731,0.493173911788806,79007,"DBNDD1"
"ENSG00000003393",3429.8164615508,0.0443911653711584,0.14110862515665,0.314588603792844,0.75307403301453,0.860691464459107,57679,"ALS2"
"ENSG00000003402",1256.46782843423,0.128387718109789,0.318141803199333,0.403555008548649,0.686539976104476,0.815686967996828,8837,"CFLAR"
"ENSG00000003436",954.32490559006,1.45552982868478,0.495752748210892,2.93599951576184,0.00332474841479263,0.0335217152215552,7035,"TFPI"
"ENSG00000003509",1014.90688294835,-0.214492527309723,0.175286595138577,-1.22366760070929,0.221077646639093,0.419932003991446,55471,"NDUFAF7"
"ENSG00000003756",6942.99679515287,0.193649586493992,0.111894588775115,1.73064299725153,0.0835154578447746,0.239983153569767,10181,"RBM5"
"ENSG00000003987",1263.72689693718,-1.23241803871474,0.618723611079236,-1.99187168009484,0.0463851389475639,0.172230809142659,9108,"MTMR7"
"ENSG00000003989",77.8222615231498,-2.31497209409947,0.749394874388052,-3.08912186781348,0.00200749073531543,0.02396669794893,6542,"SLC7A2"
"ENSG00000004059",1283.96654611988,0.387056923707703,0.172215061977252,2.24752074100714,0.0246067665636005,0.117813957207284,381,"ARF5"
"ENSG00000004139",1797.28027825029,-0.492170055358882,0.241387823445517,-2.03891831963085,0.0414581802192884,0.160589412049644,23098,"SARM1"
"ENSG00000004142",1565.96565585067,0.160376448332436,0.159989144552309,1.00242081286959,0.316140394203063,0.515019137295306,26073,"POLDIP2"
"ENSG00000004455",1222.05737334501,0.171699823377845,0.222017081150075,0.773363123631836,0.439307507643129,0.627752467315998,204,"AK2"
"ENSG00000004478",2710.36519425358,-0.0115825941508451,0.136320658656925,-0.084965802432005,0.932288578069965,0.963683463958724,2288,"FKBP4"
"ENSG00000004487",8096.98766252899,0.0940954805111645,0.140777916480297,0.668396598441874,0.503880466222828,0.680894235955383,23028,"KDM1A"
"ENSG00000004534",4712.33838825766,0.288199538981713,0.148465433058911,1.94118949471124,0.0522352968869141,0.184941860544185,10180,"RBM6"
"ENSG00000004660",289.35411185472,-0.144528363118751,0.519388796774541,-0.278266231417172,0.780807996217782,0.876730307855475,84254,"CAMKK1"
"ENSG00000004700",897.129439733183,0.192451825988599,0.270793653243186,0.710695482274719,0.477272959814916,0.658466979017523,5965,"RECQL"
"ENSG00000004766",2510.75833204262,-0.407777834480887,0.121450680056886,-3.35755908727633,0.000786339348574134,0.0126298900254122,55610,"CCDC132"
"ENSG00000004777",576.887153093542,-0.696777486384934,0.561157504372246,-1.24167899556899,0.214355022706885,0.412781898795682,115703,"ARHGAP33"
"ENSG00000004779",763.351969682311,0.0606017046461108,0.106026793777526,0.57156971824754,0.567613515438602,0.72853052302113,4706,"NDUFAB1"
"ENSG00000004838",862.444247353047,3.37166658299832,0.702963546092521,4.79636049655774,1.61574389816974e-06,0.000111591352327093,51364,"ZMYND10"
"ENSG00000004864",723.865333324546,0.292743074480042,0.328683161485402,0.890654310239267,0.37311465335107,0.57106179576048,10165,"SLC25A13"
"ENSG00000004866",2046.32887614116,-0.567495270990169,0.310786455780399,-1.82599743468602,0.0678506482560735,0.213628180320011,102466616,"ST7"
"ENSG00000004897",4084.83969474494,-0.210041002890687,0.146995811751828,-1.42889107102792,0.153035544202459,0.340809908676616,996,"CDC27"
"ENSG00000004961",297.788398722352,0.167246850862315,0.149807776488973,1.11640967366354,0.264246814596639,0.465091902398493,3052,"HCCS"
"ENSG00000004975",1001.87071692544,0.580719101000977,0.171341844846141,3.38924272423028,0.000700859423583857,0.011652737989192,1856,"DVL2"
"ENSG00000005007",1186.98121591225,0.341162866328574,0.219514265816441,1.55417173029591,0.120143458822927,0.294859262769729,5976,"UPF1"
"ENSG00000005020",275.629328605122,-0.529542150624519,0.376364417577083,-1.40699313190537,0.159429425362964,0.34905668925957,8935,"SKAP2"
"ENSG00000005022",1963.08446302126,0.236736270573017,0.196004506011545,1.20781034778391,0.227120220289554,0.426657364729989,292,"SLC25A5"
"ENSG00000005059",132.553349578582,2.02528887194558,0.598985637928256,3.38119771777927,0.00072170591680648,0.0118677664629142,55013,"CCDC109B"
"ENSG00000005075",365.628277995264,0.673890178135576,0.237297043675659,2.83985913898134,0.00451334586766808,0.041506555572636,5439,"POLR2J"
"ENSG00000005100",737.791557286574,0.0579756400020482,0.236863612755966,0.244763808706147,0.806639318110173,0.892400882061473,56919,"DHX33"
"ENSG00000005108",8258.20216869917,-0.283306461827187,0.255356934902857,-1.10945278198519,0.267234903278784,0.468130215232529,221981,"THSD7A"
"ENSG00000005156",1743.37871928557,0.0135457276093,0.111882413510816,0.121071106568421,0.903634714415053,0.946674729633305,3980,"LIG3"
"ENSG00000005175",977.968131442301,0.0262608259476014,0.226152731892683,0.116119870530961,0.907557540936148,0.949129994028132,79657,"RPAP3"
"ENSG00000005189",308.340994723153,-0.354371362663838,0.141019611412077,-2.51292255818463,0.0119735615585363,0.0757283909377575,81691,""
"ENSG00000005194",1457.31262852933,0.12983379315724,0.0942344268502651,1.37777452993417,0.168272912146816,0.359709116427252,57019,"CIAPIN1"
"ENSG00000005206",466.621192819013,0.564655245113282,0.231397721056098,2.44019363084563,0.0146793913767221,0.0863541338896564,NA,"SPPL2B"
"ENSG00000005238",896.336689618156,0.17061849447796,0.136440256027416,1.25049966516977,0.211117077558339,0.409055995555244,80256,"FAM214B"
"ENSG00000005249",5544.51598727432,-0.513367947107116,0.430763669296924,-1.19176240639099,0.233354420315513,0.433884050049561,5577,"PRKAR2B"
"ENSG00000005302",744.186087869338,0.320973160860327,0.142229204858534,2.25673173930473,0.0240248423292029,0.116073853477887,10943,"MSL3"
"ENSG00000005339",2780.19332463324,-0.38792531100965,0.211895169260882,-1.83074164627152,0.0671391138334961,0.212368451352618,1387,"CREBBP"
"ENSG00000005379",1329.26090487794,-0.303011439422879,0.485583709043032,-0.62401483777131,0.532617840675206,0.703014833563939,9256,"BZRAP1"
"ENSG00000005436",685.865998295799,0.20467466859954,0.346316244770172,0.591005104988273,0.554517000463197,0.718728423171713,6936,"GCFC2"
"ENSG00000005448",685.693104610779,1.15052516843351,0.382614389364751,3.007009669301,0.00263831370804757,0.0284227524968024,84058,"WDR54"
"ENSG00000005469",367.495359018758,-0.232366417240667,0.333632062044792,-0.696475080411997,0.486131357967784,0.666240307888001,54677,"CROT"
"ENSG00000005483",4378.98797031399,-0.49121557996449,0.229700345346855,-2.13850605763234,0.0324756930128015,0.139442569967618,55904,"KMT2E"
"ENSG00000005486",1619.42319459913,0.349395666660718,0.136380726564299,2.56191380895737,0.0104097148799169,0.0694299331899043,57414,"RHBDD2"
"ENSG00000005513",128.993458290708,-1.19351288024932,0.634318570737163,-1.88156698433454,0.0598948324659463,0.199020284063535,30812,"SOX8"
"ENSG00000005700",4370.49116445768,-0.159297733977054,0.117897094219774,-1.35115911915611,0.17664446693584,0.370256452471131,25998,"IBTK"
"ENSG00000005801",2167.97904393452,-0.358910778098048,0.140633954581619,-2.55209191241044,0.0107078266869577,0.0706438983161277,7748,"ZNF195"
"ENSG00000005810",15451.4853463945,-0.74867037506157,0.321441566429346,-2.32910255937958,0.0198536331410623,0.104149687385704,23077,"MYCBP2"
"ENSG00000005812",1618.37288178673,-0.198987853064599,0.127669772890036,-1.55861366837387,0.119087845987776,0.293165369323508,26224,"FBXL3"
"ENSG00000005882",544.069366453235,0.332768145596117,0.12625618020387,2.6356582708172,0.00839742537715524,0.0614047838722315,5164,"PDK2"
"ENSG00000005884",809.15626153006,-0.634308368055286,0.402076237827193,-1.57758232986627,0.114661594440483,0.285938142301974,3675,"ITGA3"
"ENSG00000005889",2263.01878874792,-0.0709125946299397,0.158607367843883,-0.447095211237216,0.654806316486704,0.794312782087542,7543,"ZFX"
"ENSG00000005893",2534.53122656938,0.572161098432288,0.398329208522037,1.43640256900878,0.150887822564643,0.337962298213947,3920,"LAMP2"
"ENSG00000005955",1633.66503705021,-0.00762909375944541,0.10224999496182,-0.0746121675829333,0.940523292779394,0.967499888898316,79893,"GGNBP2"
"ENSG00000006007",1923.14590692548,0.277457028673218,0.222617243359266,1.24634113910686,0.212639180661859,0.41068022965356,51573,"GDE1"
"ENSG00000006015",123.289780086457,0.248142814126266,0.416785859864055,0.595372439475763,0.551594543937798,0.716896446689199,55049,"C19orf60"
"ENSG00000006025",210.345740742034,0.00540157858216682,0.270073752689684,0.0200003833337083,0.984043066771315,0.992884359482262,114881,"OSBPL7"
"ENSG00000006042",783.036154727569,0.740407171474949,0.45323959150966,1.63358891267372,0.102345197432297,0.269016843928631,26022,"TMEM98"
"ENSG00000006047",75.5956611469651,-0.141291046972354,0.502698034282715,-0.28106544552926,0.778660203741746,0.875670234180703,51087,"YBX2"
"ENSG00000006062",231.775412941235,0.280751816345448,0.250945764408123,1.1187748755498,0.263236192739282,0.464306374754221,NA,"MAP3K14"
"ENSG00000006071",184.630973835499,-1.76675585296194,0.401375855899007,-4.40174920089486,1.07381640065515e-05,0.000513239651980954,6833,"ABCC8"
"ENSG00000006114",2868.74819443061,-0.0653459420612054,0.136671029957722,-0.47812577458017,0.632560688102043,0.77839198380611,11276,"SYNRG"
"ENSG00000006118",2154.34500881687,0.107840659750997,0.327121846420519,0.329665110817352,0.741653018816322,0.852638630787337,54972,"TMEM132A"
"ENSG00000006125",12506.9375051807,-0.253382583845666,0.159836804302187,-1.58525806964097,0.112907711620956,0.284286223226443,163,"AP2B1"
"ENSG00000006128",881.146237302861,-2.45257348961851,0.89615710163336,-2.73676734263265,0.00620461570620389,0.0510206407224379,6863,"TAC1"
"ENSG00000006194",1336.45376245047,0.0891609705441665,0.106280407349491,0.83892198729509,0.401513088530248,0.596547304707789,283876,"ZNF263"
"ENSG00000006210",257.618297579454,-0.664169796523992,0.261470578620407,-2.54013204861649,0.0110810622862113,0.0718963351150876,6376,"CX3CL1"
"ENSG00000006282",449.194750369215,0.787704320731271,0.314277864242255,2.50639453284589,0.0121969438970735,0.076771243450343,64847,"SPATA20"
"ENSG00000006283",397.207377645844,-0.634876305341722,0.653683125534335,-0.971229454367144,0.331434029504972,0.529443535278384,8913,"CACNA1G"
"ENSG00000006432",3120.61134946352,-0.864480212740408,0.346403341637999,-2.49558854903834,0.0125748365568586,0.0785245105605282,4293,"MAP3K9"
"ENSG00000006451",1488.20147166832,-0.187866264742091,0.181146155017825,-1.03709772213274,0.299690316680238,0.499712982170947,5898,"RALA"
"ENSG00000006459",1473.02041228611,0.209696992614301,0.233134223601468,0.899468938429087,0.368402933531364,0.56619474734807,80853,"KDM7A"
"ENSG00000006468",1595.18580323268,-0.263436700502343,0.294022937412023,-0.895973296577137,0.370267025311976,0.568214467351886,2115,"ETV1"
"ENSG00000006530",1395.2908376137,-0.195326191425463,0.182796291791997,-1.06854569920775,0.285274427749196,0.48714249851646,55750,"AGK"
"ENSG00000006576",1402.22313805332,-0.622736701180854,0.241156646207351,-2.5822912657585,0.00981467133755523,0.0670806804481199,57157,"PHTF2"
"ENSG00000006607",1071.34364147384,0.650308863590291,0.313793851580105,2.07240792104647,0.038227415288557,0.153546401124169,9855,"FARP2"
"ENSG00000006625",565.622022166156,0.495924722859373,0.330424984002999,1.50086932547108,0.133389363432397,0.3145820858958,79017,"GGCT"
"ENSG00000006634",376.574470523319,0.144446162082751,0.276787151351124,0.521867295420482,0.60176273056186,0.755100708325852,10926,"DBF4"
"ENSG00000006652",2577.15252384882,-0.286208343081257,0.1746563546036,-1.63869413014394,0.101276977146263,0.267485125010687,3475,"IFRD1"
"ENSG00000006695",419.111850909888,-0.235229776938299,0.17217634338907,-1.3662142679308,0.171871720482858,0.364623571652544,1352,"COX10"
"ENSG00000006704",1099.04621500855,0.0182551009495434,0.232174175296646,0.0786267504825593,0.9373295095945,0.966029743520736,9569,"GTF2IRD1"
"ENSG00000006712",1258.39122234517,0.690849837901696,0.232191423704816,2.97534606092933,0.00292658193303788,0.0306481245193725,54623,"PAF1"
"ENSG00000006715",5181.32396625452,-0.137217645218509,0.103184601583131,-1.32982676788221,0.183575354295503,0.377896750308988,27072,"VPS41"
"ENSG00000006740",569.619295019812,-0.74051485578889,0.438264688820105,-1.68965210905424,0.0910945304775659,0.252172267451769,9912,"ARHGAP44"
